Mod:Item:MetaData, Localized Name
minecraft:potion:16451, Splash Potion of Fire Resistance
minecraft:potion:8196, Potion of Poison
minecraft:potion:8228, Potion of Poison
minecraft:potion:8260, Potion of Poison
minecraft:potion:16388, Splash Potion of Poison
minecraft:potion:16420, Splash Potion of Poison
minecraft:potion:16452, Splash Potion of Poison
minecraft:potion:8261, Potion of Healing
minecraft:potion:8229, Potion of Healing
minecraft:potion:16453, Splash Potion of Healing
minecraft:potion:16421, Splash Potion of Healing
minecraft:potion:8230, Potion of Night Vision
minecraft:potion:8262, Potion of Night Vision
minecraft:potion:16422, Splash Potion of Night Vision
minecraft:potion:16454, Splash Potion of Night Vision
minecraft:potion:8232, Potion of Weakness
minecraft:potion:8264, Potion of Weakness
minecraft:potion:16424, Splash Potion of Weakness
minecraft:potion:16456, Splash Potion of Weakness
minecraft:potion:8201, Potion of Strength
minecraft:potion:8233, Potion of Strength
minecraft:potion:8265, Potion of Strength
minecraft:potion:16393, Splash Potion of Strength
minecraft:potion:16425, Splash Potion of Strength
minecraft:potion:16457, Splash Potion of Strength
minecraft:potion:8234, Potion of Slowness
minecraft:potion:8266, Potion of Slowness
minecraft:potion:16426, Splash Potion of Slowness
minecraft:potion:16458, Splash Potion of Slowness
minecraft:potion:8268, Potion of Harming
minecraft:potion:8236, Potion of Harming
minecraft:potion:16460, Splash Potion of Harming
minecraft:potion:16428, Splash Potion of Harming
minecraft:potion:8237, Potion of Water Breathing
minecraft:potion:8269, Potion of Water Breathing
minecraft:potion:16429, Splash Potion of Water Breathing
minecraft:potion:16461, Splash Potion of Water Breathing
minecraft:potion:8238, Potion of Invisibility
minecraft:potion:8270, Potion of Invisibility
minecraft:potion:16430, Splash Potion of Invisibility
minecraft:potion:16462, Splash Potion of Invisibility
minecraft:glass_bottle, Glass Bottle
minecraft:spider_eye, Spider Eye
minecraft:fermented_spider_eye, Fermented Spider Eye
minecraft:blaze_powder, Blaze Powder
minecraft:magma_cream, Magma Cream
minecraft:brewing_stand, Brewing Stand
minecraft:cauldron, Cauldron
minecraft:ender_eye, Eye of Ender
minecraft:speckled_melon, Glistering Melon
minecraft:spawn_egg:50, Spawn Creeper
minecraft:spawn_egg:51, Spawn Skeleton
minecraft:spawn_egg:52, Spawn Spider
minecraft:spawn_egg:54, Spawn Zombie
minecraft:spawn_egg:55, Spawn Slime
minecraft:spawn_egg:56, Spawn Ghast
minecraft:spawn_egg:57, Spawn Zombie Pigman
minecraft:spawn_egg:58, Spawn Enderman
minecraft:spawn_egg:59, Spawn Cave Spider
minecraft:spawn_egg:60, Spawn Silverfish
minecraft:spawn_egg:61, Spawn Blaze
minecraft:spawn_egg:62, Spawn Magma Cube
minecraft:spawn_egg:65, Spawn Bat
minecraft:spawn_egg:66, Spawn Witch
minecraft:spawn_egg:90, Spawn Pig
minecraft:spawn_egg:91, Spawn Sheep
minecraft:spawn_egg:92, Spawn Cow
minecraft:spawn_egg:93, Spawn Chicken
minecraft:spawn_egg:94, Spawn Squid
minecraft:spawn_egg:95, Spawn Wolf
minecraft:spawn_egg:96, Spawn Mooshroom
minecraft:spawn_egg:98, Spawn Ocelot
minecraft:spawn_egg:100, Spawn Horse
minecraft:spawn_egg:120, Spawn Villager
minecraft:spawn_egg:301, Spawn Jungle Spider
minecraft:spawn_egg:302, Spawn Rosester
minecraft:spawn_egg:303, Spawn Glob
minecraft:spawn_egg:304, Spawn Phantom
minecraft:spawn_egg:305, Spawn Wasp
minecraft:spawn_egg:306, Spawn Bird
minecraft:spawn_egg:307, Spawn Pixie
minecraft:spawn_egg:3, Spawn Nuclear Monster
minecraft:spawn_egg:4, Spawn Paul
minecraft:spawn_egg:5, Spawn Brian
minecraft:experience_bottle, Bottle o' Enchanting
minecraft:fire_charge, Fire Charge
minecraft:writable_book, Book and Quill
minecraft:written_book, Written Book
minecraft:emerald, Emerald
minecraft:item_frame, Item Frame
minecraft:flower_pot, Flower Pot
minecraft:carrot, Carrot
minecraft:potato, Potato
minecraft:baked_potato, Baked Potato
minecraft:poisonous_potato, Poisonous Potato
minecraft:map, Empty Map
minecraft:golden_carrot, Golden Carrot
minecraft:skull:0, Skeleton Skull
minecraft:skull:1, Wither Skeleton Skull
minecraft:skull:2, Zombie Head
minecraft:skull:3, Head
minecraft:skull:4, Creeper Head
minecraft:carrot_on_a_stick, Carrot on a Stick
minecraft:nether_star, Nether Star
minecraft:pumpkin_pie, Pumpkin Pie
minecraft:fireworks, Firework Rocket
minecraft:firework_charge, Firework Star
minecraft:enchanted_book, Enchanted Book
minecraft:comparator, Redstone Comparator
minecraft:netherbrick, Nether Brick
minecraft:quartz, Nether Quartz
minecraft:tnt_minecart, Minecart with TNT
minecraft:hopper_minecart, Minecart with Hopper
securitycraft:motionActivatedLightOn, Motion-Activated Light
securitycraft:reinforcedObsidian, Reinforced Obsidian
securitycraft:reinforcedNetherrack, Reinforced Netherrack
securitycraft:reinforcedEndStone, Reinforced End Stone
securitycraft:reinforcedCarpet:0, Reinforced Carpet
securitycraft:reinforcedCarpet:1, Reinforced Orange Carpet
securitycraft:reinforcedCarpet:2, Reinforced Magenta Carpet
securitycraft:reinforcedCarpet:3, Reinforced Light Blue Carpet
securitycraft:reinforcedCarpet:4, Reinforced Yellow Carpet
securitycraft:reinforcedCarpet:5, Reinforced Lime Carpet
securitycraft:reinforcedCarpet:6, Reinforced Pink Carpet
securitycraft:reinforcedCarpet:7, Reinforced Gray Carpet
securitycraft:reinforcedCarpet:8, Reinforced Light Gray Carpet
securitycraft:reinforcedCarpet:9, Reinforced Cyan Carpet
securitycraft:reinforcedCarpet:10, Reinforced Purple Carpet
securitycraft:reinforcedCarpet:11, Reinforced Blue Carpet
securitycraft:reinforcedCarpet:12, Reinforced Brown Carpet
securitycraft:reinforcedCarpet:13, Reinforced Green Carpet
securitycraft:reinforcedCarpet:14, Reinforced Red Carpet
securitycraft:reinforcedCarpet:15, Reinforced Black Carpet
securitycraft:reinforcedGlowstone, Reinforced Glowstone
securitycraft:gravelMine, Gravel Mine
securitycraft:reinforcedSand, Reinforced Sand
minecraft:iron_horse_armor, Iron Pet Armor
minecraft:golden_horse_armor, Golden Pet Armor
minecraft:diamond_horse_armor, Diamond Pet Armor
minecraft:lead, Lead
minecraft:name_tag, Name Tag
minecraft:command_block_minecart, Minecart with Command Block
securitycraft:reinforcedGravel, Reinforced Gravel
securitycraft:trophySystem, Trophy System
securitycraft:crystalQuartz:0, Block of Crystal Quartz
securitycraft:crystalQuartz:1, Chiseled Crystal Quartz Block
securitycraft:crystalQuartz:2, Pillar Crystal Quartz Block
securitycraft:reinforcedCrystalQuartz:0, Reinforced Block of Crystal Quartz
securitycraft:reinforcedCrystalQuartz:1, Reinforced Chiseled Crystal Quartz Block
securitycraft:reinforcedCrystalQuartz:2, Reinforced Pillar Crystal Quartz Block
securitycraft:crystalQuartzSlab:0, Crystal Quartz Slab
securitycraft:doubleCrystalQuartzSlab, tile.securitycraft:doubleCrystalQuartzSlab.name
securitycraft:reinforcedCrystalQuartzSlab:0, Reinforced Crystal Quartz Slab
securitycraft:reinforcedDoubleCrystalQuartzSlab, tile.securitycraft:reinforcedDoubleCrystalQuartzSlab.name
securitycraft:stairsCrystalQuartz, Crystal Quartz Stairs
securitycraft:reinforcedStairsCrystalQuartz, Reinforced Crystal Quartz Stairs
securitycraft:blockPocketWall, Block Pocket Wall
securitycraft:blockPocketManager, Block Pocket Manager
securitycraft:reinforced_stone_pressure_plate, Reinforced Stone Pressure Plate
appliedenergistics2:tile.OreQuartz, Certus Quartz Ore
appliedenergistics2:tile.OreQuartzCharged, Charged Certus Quartz Ore
appliedenergistics2:tile.BlockMatrixFrame, Matrix Frame
appliedenergistics2:tile.BlockQuartz, Certus Quartz Block
appliedenergistics2:tile.BlockQuartzPillar, Certus Quartz Pillar
appliedenergistics2:tile.BlockQuartzChiseled, Chiseled Certus Quartz Block
appliedenergistics2:tile.BlockQuartzGlass, Quartz Glass
appliedenergistics2:tile.BlockQuartzLamp, Vibrant Quartz Glass
appliedenergistics2:tile.BlockQuartzTorch, Charged Quartz Fixture
appliedenergistics2:tile.BlockFluix, Fluix Block
appliedenergistics2:tile.BlockSkyStone:0, Sky Stone
appliedenergistics2:tile.BlockSkyStone:1, Sky Stone Block
appliedenergistics2:tile.BlockSkyStone:2, Sky Stone Brick
appliedenergistics2:tile.BlockSkyStone:3, Sky Stone Small Brick
appliedenergistics2:tile.BlockSkyChest:0, Sky Stone Chest
appliedenergistics2:tile.BlockSkyChest:1, Sky Stone Block Chest
appliedenergistics2:tile.BlockSkyCompass, Meteorite Compass
appliedenergistics2:tile.BlockGrinder, Quartz Grindstone
appliedenergistics2:tile.BlockCrank, Wooden Crank
appliedenergistics2:tile.BlockInscriber, Inscriber
appliedenergistics2:tile.BlockWireless, ME Wireless Access Point
appliedenergistics2:tile.BlockCharger, Charger
appliedenergistics2:tile.BlockTinyTNT, Tiny TNT
appliedenergistics2:tile.BlockSecurity, ME Security Terminal
appliedenergistics2:tile.BlockQuantumRing, ME Quantum Ring
appliedenergistics2:tile.BlockQuantumLinkChamber, ME Quantum Link Chamber
appliedenergistics2:tile.BlockSpatialPylon, Spatial Pylon
appliedenergistics2:tile.BlockSpatialIOPort, Spatial IO Port
appliedenergistics2:tile.BlockCableBus, AE2 Cable and/or Bus
appliedenergistics2:tile.BlockController, ME Controller
appliedenergistics2:tile.BlockDrive, ME Drive
appliedenergistics2:tile.BlockChest, ME Chest
appliedenergistics2:tile.BlockInterface, ME Interface
appliedenergistics2:tile.BlockCellWorkbench, Cell Workbench
appliedenergistics2:tile.BlockIOPort, ME IO Port
appliedenergistics2:tile.BlockCondenser, Matter Condenser
appliedenergistics2:tile.BlockEnergyAcceptor, Energy Acceptor
appliedenergistics2:tile.BlockVibrationChamber, Vibration Chamber
appliedenergistics2:tile.BlockQuartzGrowthAccelerator, Crystal Growth Accelerator
appliedenergistics2:tile.BlockEnergyCell, Energy Cell
appliedenergistics2:tile.BlockDenseEnergyCell, Dense Energy Cell
appliedenergistics2:tile.BlockCreativeEnergyCell, Creative Energy Cell
appliedenergistics2:tile.BlockCraftingUnit:0, Crafting Unit
appliedenergistics2:tile.BlockCraftingUnit:1, Crafting Co-Processing Unit
appliedenergistics2:tile.BlockCraftingStorage:0, 1k Crafting Storage
appliedenergistics2:tile.BlockCraftingStorage:1, 4k Crafting Storage
appliedenergistics2:tile.BlockCraftingStorage:2, 16k Crafting Storage
appliedenergistics2:tile.BlockCraftingStorage:3, 64k Crafting Storage
appliedenergistics2:tile.BlockCraftingMonitor:0, Crafting Monitor
appliedenergistics2:tile.BlockMolecularAssembler, Molecular Assembler
appliedenergistics2:tile.BlockLightDetector, Light Detecting Fixture
appliedenergistics2:tile.BlockPaint, tile.appliedenergistics2.BlockPaint.name
appliedenergistics2:tile.SkyStoneStairBlock, Sky Stone Stairs
appliedenergistics2:tile.SkyStoneBlockStairBlock, Sky Stone Block Stairs
appliedenergistics2:tile.SkyStoneBrickStairBlock, Sky Stone Brick Stairs
appliedenergistics2:tile.SkyStoneSmallBrickStairBlock, Sky Stone Small Brick Stairs
appliedenergistics2:tile.FluixStairBlock, Fluix Stairs
appliedenergistics2:tile.QuartzStairBlock, Certus Quartz Stairs
appliedenergistics2:tile.ChiseledQuartzStairBlock, Chiseled Certus Quartz Stairs
appliedenergistics2:tile.QuartzPillarStairBlock, Certus Quartz Pillar Stairs
appliedenergistics2:tile.SkyStoneSlabBlock:0, Sky Stone Slabs
appliedenergistics2:tile.SkyStoneSlabBlock.double:0, Sky Stone Slabs
appliedenergistics2:tile.SkyStoneBlockSlabBlock:0, Sky Stone Block Slabs
appliedenergistics2:tile.SkyStoneBlockSlabBlock.double:0, Sky Stone Block Slabs
appliedenergistics2:tile.SkyStoneBrickSlabBlock:0, Sky Stone Brick Slabs
appliedenergistics2:tile.SkyStoneBrickSlabBlock.double:0, Sky Stone Brick Slabs
appliedenergistics2:tile.SkyStoneSmallBrickSlabBlock:0, Sky Stone Small Brick Slabs
appliedenergistics2:tile.SkyStoneSmallBrickSlabBlock.double:0, Sky Stone Small Brick Slabs
appliedenergistics2:tile.FluixSlabBlock:0, Fluix Slabs
appliedenergistics2:tile.FluixSlabBlock.double:0, Fluix Slabs
appliedenergistics2:tile.QuartzSlabBlock:0, Certus Quartz Slabs
appliedenergistics2:tile.QuartzSlabBlock.double:0, Certus Quartz Slabs
appliedenergistics2:tile.ChiseledQuartzSlabBlock:0, Chiseled Certus Quartz Slabs
appliedenergistics2:tile.ChiseledQuartzSlabBlock.double:0, Chiseled Certus Quartz Slabs
appliedenergistics2:tile.QuartzPillarSlabBlock:0, Certus Quartz Pillar Slabs
appliedenergistics2:tile.QuartzPillarSlabBlock.double:0, Certus Quartz Pillar Slabs
ae2stuff:Encoder, Pattern Encoder
ae2stuff:Grower, Crystal Growth Chamber
ae2stuff:Inscriber, Advanced Inscriber
ae2stuff:Wireless, Wireless Connector
ThermalFoundation:Ore:0, Copper Ore
ThermalFoundation:Ore:1, Tin Ore
ThermalFoundation:Ore:2, Silver Ore
ThermalFoundation:Ore:3, Lead Ore
ThermalFoundation:Ore:4, Ferrous Ore
ThermalFoundation:Ore:5, Shiny Ore
ThermalFoundation:Ore:6, Mana Infused Ore
ThermalFoundation:Storage:0, Copper Block
ThermalFoundation:Storage:1, Tin Block
ThermalFoundation:Storage:2, Silver Block
ThermalFoundation:Storage:3, Lead Block
ThermalFoundation:Storage:4, Ferrous Block
ThermalFoundation:Storage:5, Shiny Block
ThermalFoundation:Storage:6, Mana Infused Block
ThermalFoundation:Storage:7, Electrum Block
ThermalFoundation:Storage:8, Invar Block
ThermalFoundation:Storage:9, Bronze Block
ThermalFoundation:Storage:10, Signalum Block
ThermalFoundation:Storage:11, Lumium Block
ThermalFoundation:Storage:12, Enderium Block
ThermalFoundation:FluidRedstone, Destabilized Redstone
ThermalFoundation:FluidGlowstone, Energized Glowstone
ThermalFoundation:FluidEnder, Resonant Ender
ThermalFoundation:FluidPyrotheum, Blazing Pyrotheum
ThermalFoundation:FluidCryotheum, Gelid Cryotheum
ThermalFoundation:FluidAerotheum, Zephyrean Aerotheum
ThermalFoundation:FluidPetrotheum, Tectonic Petrotheum
ThermalFoundation:FluidMana, Primal Mana
ThermalFoundation:FluidSteam, Steam
ThermalFoundation:FluidCoal, Liquifacted Coal
BigReactors:YelloriteOre:0, Yellorite Ore
BigReactors:BRMetalBlock:0, Yellorium Block
BigReactors:BRMetalBlock:1, Cyanite Block
BigReactors:BRMetalBlock:2, Graphite Block
BigReactors:BRMetalBlock:3, Blutonium Block
BigReactors:BRMetalBlock:4, Ludicrite Block
BigReactors:YelloriumFuelRod, Yellorium Fuel Rod
BigReactors:BRReactorPart:0, Reactor Casing
BigReactors:BRReactorPart:1, Reactor Controller
BigReactors:BRReactorPart:2, Reactor Control Rod
BigReactors:BRReactorPart:3, Reactor Power Tap
BigReactors:BRReactorPart:4, Reactor Access Port
BigReactors:BRReactorPart:5, Reactor Coolant Port
BigReactors:BRReactorPart:6, Reactor RedNet Port
BigReactors:BRReactorPart:7, Reactor Computer Port
BigReactors:BRMultiblockGlass:0, Reactor Glass
BigReactors:BRMultiblockGlass:1, Turbine Glass
BigReactors:BRReactorRedstonePort, Reactor Redstone Port
BigReactors:BRTurbinePart:0, Turbine Housing
BigReactors:BRTurbinePart:1, Turbine Controller
BigReactors:BRTurbinePart:2, Turbine Power Port
BigReactors:BRTurbinePart:3, Turbine Fluid Port
BigReactors:BRTurbinePart:4, Turbine Rotor Bearing
BigReactors:BRTurbinePart:5, Turbine Computer Port
BigReactors:BRTurbineRotorPart:0, Turbine Rotor Shaft
BigReactors:BRTurbineRotorPart:1, Turbine Rotor Blade
BigReactors:BRDevice:0, Cyanite Reprocesssor
BigReactors:tile.fluid.yellorium.still, Fluid Yellorium
BigReactors:tile.fluid.cyanite.still, Fluid Cyanite
BigReactors:BRMultiblockCreativePart:0, Reactor Creative Coolant Port
BigReactors:BRMultiblockCreativePart:1, Turbine Creative Steam Generator
BiomesOPlenty:mud:0, Mud
BiomesOPlenty:mud:1, Quicksand
BiomesOPlenty:driedDirt, Dried Dirt
BiomesOPlenty:rocks:0, Limestone
BiomesOPlenty:rocks:1, Polished Limestone
BiomesOPlenty:rocks:2, Siltstone
BiomesOPlenty:rocks:3, Polished Siltstone
BiomesOPlenty:rocks:4, Shale
BiomesOPlenty:rocks:5, Polished Shale
BiomesOPlenty:ash, Ash Block
BiomesOPlenty:flesh, Flesh
BiomesOPlenty:plants:0, Dead Grass
BiomesOPlenty:plants:1, Desert Grass
BiomesOPlenty:plants:2, Desert Sprouts
BiomesOPlenty:plants:3, Dune Grass
BiomesOPlenty:plants:4, Spectral Fern
BiomesOPlenty:plants:5, Thorns
BiomesOPlenty:plants:6, Wild Rice
BiomesOPlenty:plants:7, Cattail
BiomesOPlenty:plants:8, River Cane
BiomesOPlenty:plants:12, Tiny Cactus
BiomesOPlenty:plants:13, Wither Wart
BiomesOPlenty:plants:14, Reed
BiomesOPlenty:plants:15, Root
BiomesOPlenty:flowers:0, Clover
BiomesOPlenty:flowers:1, Swampflower
BiomesOPlenty:flowers:2, Deathbloom
BiomesOPlenty:flowers:3, Glowflower
BiomesOPlenty:flowers:4, Blue Hydrangea
BiomesOPlenty:flowers:5, Orange Cosmos
BiomesOPlenty:flowers:6, Pink Daffodil
BiomesOPlenty:flowers:7, Wildflower
BiomesOPlenty:flowers:8, Violet
BiomesOPlenty:flowers:9, White Anemone
BiomesOPlenty:flowers:10, Waterlily
BiomesOPlenty:flowers:11, Enderlotus
BiomesOPlenty:flowers:12, Bromeliad
BiomesOPlenty:flowers:13, Eyebulb
BiomesOPlenty:flowers:15, Dandelion Puff
BiomesOPlenty:flowers2:0, Pink Hibiscus
BiomesOPlenty:flowers2:1, Lily of the Valley
BiomesOPlenty:flowers2:2, Burning Blossom
BiomesOPlenty:flowers2:3, Lavender
BiomesOPlenty:flowers2:4, Goldenrod
BiomesOPlenty:flowers2:5, Bluebells
BiomesOPlenty:flowers2:6, Miner's Delight
BiomesOPlenty:flowers2:7, Icy Iris
BiomesOPlenty:flowers2:8, Rose
BiomesOPlenty:stoneFormations:0, Stalagmite
BiomesOPlenty:stoneFormations:1, Stalactite
BiomesOPlenty:mushrooms:0, Toadstool
BiomesOPlenty:mushrooms:1, Portobello
BiomesOPlenty:mushrooms:2, Blue Milk Cap
BiomesOPlenty:mushrooms:3, Glowshroom
BiomesOPlenty:mushrooms:4, Flat Mushroom
BiomesOPlenty:mushrooms:5, Shadow Shroom
BiomesOPlenty:willow, Willow
BiomesOPlenty:ivy, Ivy
BiomesOPlenty:treeMoss, Tree Moss
BiomesOPlenty:flowerVine, Flowering Vines
BiomesOPlenty:wisteria, Wisteria
BiomesOPlenty:lilyBop:0, Medium Lily Pad
BiomesOPlenty:lilyBop:1, Small Lily Pad
BiomesOPlenty:lilyBop:2, Tiny Lily Pad
BiomesOPlenty:foliage:0, Duckweed
BiomesOPlenty:foliage:1, Short Grass
BiomesOPlenty:foliage:2, Medium Grass
BiomesOPlenty:foliage:3, Flax
BiomesOPlenty:foliage:4, Bush
BiomesOPlenty:foliage:5, Sprout
BiomesOPlenty:foliage:7, Poison Ivy
BiomesOPlenty:foliage:8, Berry Bush
BiomesOPlenty:foliage:9, Shrub
BiomesOPlenty:foliage:10, Wheat Grass
BiomesOPlenty:foliage:11, Damp Grass
BiomesOPlenty:foliage:12, Koru
BiomesOPlenty:foliage:13, Clover Patch
BiomesOPlenty:foliage:14, Leaf Pile
BiomesOPlenty:foliage:15, Dead Leaf Pile
BiomesOPlenty:turnip, Turnip
BiomesOPlenty:coral1:11, Kelp
BiomesOPlenty:coral1:12, Pink Coral
BiomesOPlenty:coral1:13, Orange Coral
BiomesOPlenty:coral1:14, Blue Coral
BiomesOPlenty:coral1:15, Glowing Coral
BiomesOPlenty:coral2:8, Algae
